origin,destination,fare,f
Padiyapalalla,Yakkala,865.0,"[:Fare {fare: 865.0, route_id: route_db78ea66_341_1767932356, route_type: Normal Route, fare_type: AC}]"
Padiyapalalla,Warakapola,725.0,"[:Fare {fare: 725.0, route_id: route_db78ea66_343_1767932356, route_type: Normal Route, fare_type: AC}]"
Padiyapalalla,Kegalle,590.0,"[:Fare {fare: 590.0, route_id: route_db78ea66_344_1767932356, route_type: Normal Route, fare_type: AC}]"
Padiyapalalla,Haragama School,290.0,"[:Fare {fare: 290.0, route_id: route_db78ea66_347_1767932356, route_type: Normal Route, fare_type: AC}]"
Padiyapalalla,Kanda junction,210.0,"[:Fare {fare: 210.0, route_id: route_db78ea66_348_1767932356, route_type: Normal Route, fare_type: AC}]"
Padiyapalalla,Rikillagaskada,120.0,"[:Fare {fare: 120.0, route_id: route_db78ea66_349_1767932356, route_type: Normal Route, fare_type: AC}]"
Haguranketha,Brukside Junction,415.0,"[:Fare {fare: 415.0, route_id: route_db78ea66_114_1767932356, route_type: Normal Route, fare_type: AC}]"
Haguranketha,Walapane,300.0,"[:Fare {fare: 300.0, route_id: route_db78ea66_115_1767932356, route_type: Normal Route, fare_type: AC}]"
Haguranketha,Padiyapalalla,165.0,"[:Fare {fare: 165.0, route_id: route_db78ea66_116_1767932356, route_type: Normal Route, fare_type: AC}]"
Haguranketha,Nuwaraeliya,525.0,"[:Fare {fare: 525.0, route_id: route_db78ea66_113_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Mawanalla,380.0,"[:Fare {fare: 380.0, route_id: route_db78ea66_361_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Mawanalla,365.0,"[:Fare {fare: 365.0, route_id: route_db78ea66_233_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Mawanalla,400.0,"[:Fare {fare: 400.0, route_id: route_db78ea66_230_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Brukside Junction,755.0,"[:Fare {fare: 755.0, route_id: route_db78ea66_123_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Walapane,645.0,"[:Fare {fare: 645.0, route_id: route_db78ea66_124_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Padiyapalalla,510.0,"[:Fare {fare: 510.0, route_id: route_db78ea66_125_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Haguranketha,425.0,"[:Fare {fare: 425.0, route_id: route_db78ea66_126_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Nuwaraeliya,865.0,"[:Fare {fare: 865.0, route_id: route_db78ea66_122_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Awissawella,735.0,"[:Fare {fare: 735.0, route_id: route_db78ea66_229_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Galigamuwa,480.0,"[:Fare {fare: 480.0, route_id: route_db78ea66_231_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Nittabuwa,680.0,"[:Fare {fare: 680.0, route_id: route_db78ea66_358_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Kiribathgoda,830.0,"[:Fare {fare: 830.0, route_id: route_db78ea66_356_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Yakkala,735.0,"[:Fare {fare: 735.0, route_id: route_db78ea66_357_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Warakapola,590.0,"[:Fare {fare: 590.0, route_id: route_db78ea66_359_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Warakapola,615.0,"[:Fare {fare: 615.0, route_id: route_db78ea66_228_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Kegalle,460.0,"[:Fare {fare: 460.0, route_id: route_db78ea66_360_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Kegalle,445.0,"[:Fare {fare: 445.0, route_id: route_db78ea66_232_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Kegalle,480.0,"[:Fare {fare: 480.0, route_id: route_db78ea66_229_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Peradeniya,270.0,"[:Fare {fare: 270.0, route_id: route_db78ea66_362_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Katugastota,315.0,"[:Fare {fare: 315.0, route_id: route_db78ea66_234_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Katugastota,200.0,"[:Fare {fare: 200.0, route_id: route_db78ea66_363_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Akurana,165.0,"[:Fare {fare: 165.0, route_id: route_db78ea66_364_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Akurana,180.0,"[:Fare {fare: 180.0, route_id: route_db78ea66_232_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Nugegoda,995.0,"[:Fare {fare: 995.0, route_id: route_db78ea66_226_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Aguruwalla,615.0,"[:Fare {fare: 615.0, route_id: route_db78ea66_230_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Makumbura,940.0,"[:Fare {fare: 940.0, route_id: route_db78ea66_227_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Kaluaggala,820.0,"[:Fare {fare: 820.0, route_id: route_db78ea66_228_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Padukka,920.0,"[:Fare {fare: 920.0, route_id: route_db78ea66_225_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Pugoda,810.0,"[:Fare {fare: 810.0, route_id: route_db78ea66_226_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Aththanagalla,725.0,"[:Fare {fare: 725.0, route_id: route_db78ea66_227_1767932356, route_type: Normal Route, fare_type: AC}]"
Matale,Horana,1020.0,"[:Fare {fare: 1020.0, route_id: route_db78ea66_224_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Mawanalla,510.0,"[:Fare {fare: 510.0, route_id: route_db78ea66_245_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Mawanalla,550.0,"[:Fare {fare: 550.0, route_id: route_db78ea66_239_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Brukside Junction,900.0,"[:Fare {fare: 900.0, route_id: route_db78ea66_129_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Walapane,790.0,"[:Fare {fare: 790.0, route_id: route_db78ea66_130_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Padiyapalalla,660.0,"[:Fare {fare: 660.0, route_id: route_db78ea66_131_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Haguranketha,570.0,"[:Fare {fare: 570.0, route_id: route_db78ea66_132_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Matale,225.0,"[:Fare {fare: 225.0, route_id: route_db78ea66_134_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Nuwaraeliya,1010.0,"[:Fare {fare: 1010.0, route_id: route_db78ea66_128_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Awissawella,875.0,"[:Fare {fare: 875.0, route_id: route_db78ea66_241_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Galigamuwa,620.0,"[:Fare {fare: 620.0, route_id: route_db78ea66_243_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Warakapola,755.0,"[:Fare {fare: 755.0, route_id: route_db78ea66_237_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Kegalle,590.0,"[:Fare {fare: 590.0, route_id: route_db78ea66_244_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Kegalle,620.0,"[:Fare {fare: 620.0, route_id: route_db78ea66_238_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Katugastota,460.0,"[:Fare {fare: 460.0, route_id: route_db78ea66_246_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Akurana,315.0,"[:Fare {fare: 315.0, route_id: route_db78ea66_287_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Akurana,320.0,"[:Fare {fare: 320.0, route_id: route_db78ea66_241_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Nugegoda,1140.0,"[:Fare {fare: 1140.0, route_id: route_db78ea66_238_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Madawalaulpatha,140.0,"[:Fare {fare: 140.0, route_id: route_db78ea66_289_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Aguruwalla,755.0,"[:Fare {fare: 755.0, route_id: route_db78ea66_242_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Makumbura,1085.0,"[:Fare {fare: 1085.0, route_id: route_db78ea66_239_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Kaluaggala,965.0,"[:Fare {fare: 965.0, route_id: route_db78ea66_240_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Padukka,1060.0,"[:Fare {fare: 1060.0, route_id: route_db78ea66_234_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Pugoda,950.0,"[:Fare {fare: 950.0, route_id: route_db78ea66_235_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Aththanagalla,865.0,"[:Fare {fare: 865.0, route_id: route_db78ea66_236_1767932356, route_type: Normal Route, fare_type: AC}]"
Nawula,Horana,1160.0,"[:Fare {fare: 1160.0, route_id: route_db78ea66_233_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Mawanalla,615.0,"[:Fare {fare: 615.0, route_id: route_db78ea66_258_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Mawanalla,645.0,"[:Fare {fare: 645.0, route_id: route_db78ea66_249_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Brukside Junction,995.0,"[:Fare {fare: 995.0, route_id: route_db78ea66_136_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Walapane,890.0,"[:Fare {fare: 890.0, route_id: route_db78ea66_137_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Padiyapalalla,755.0,"[:Fare {fare: 755.0, route_id: route_db78ea66_138_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Haguranketha,670.0,"[:Fare {fare: 670.0, route_id: route_db78ea66_139_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Matale,320.0,"[:Fare {fare: 320.0, route_id: route_db78ea66_141_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Nawula,180.0,"[:Fare {fare: 180.0, route_id: route_db78ea66_142_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Nuwaraeliya,1105.0,"[:Fare {fare: 1105.0, route_id: route_db78ea66_135_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Awissawella,855.0,"[:Fare {fare: 855.0, route_id: route_db78ea66_479_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Awissawella,975.0,"[:Fare {fare: 975.0, route_id: route_db78ea66_254_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Ahaliyagoda,930.0,"[:Fare {fare: 930.0, route_id: route_db78ea66_478_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Ratnapura,1105.0,"[:Fare {fare: 1105.0, route_id: route_db78ea66_477_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Palmadulla,1220.0,"[:Fare {fare: 1220.0, route_id: route_db78ea66_476_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Godakawela,1350.0,"[:Fare {fare: 1350.0, route_id: route_db78ea66_475_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Ambilipitiya,1535.0,"[:Fare {fare: 1535.0, route_id: route_db78ea66_474_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Galigamuwa,600.0,"[:Fare {fare: 600.0, route_id: route_db78ea66_481_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Galigamuwa,725.0,"[:Fare {fare: 725.0, route_id: route_db78ea66_256_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Nittabuwa,700.0,"[:Fare {fare: 700.0, route_id: route_db78ea66_413_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Kiribathgoda,855.0,"[:Fare {fare: 855.0, route_id: route_db78ea66_411_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Yakkala,755.0,"[:Fare {fare: 755.0, route_id: route_db78ea66_160_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Yakkala,755.0,"[:Fare {fare: 755.0, route_id: route_db78ea66_94_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Warakapola,615.0,"[:Fare {fare: 615.0, route_id: route_db78ea66_414_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Warakapola,855.0,"[:Fare {fare: 855.0, route_id: route_db78ea66_247_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Polgahawela,510.0,"[:Fare {fare: 510.0, route_id: route_db78ea66_415_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Kegalle,690.0,"[:Fare {fare: 690.0, route_id: route_db78ea66_257_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Kegalle,725.0,"[:Fare {fare: 725.0, route_id: route_db78ea66_248_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Katugastota,555.0,"[:Fare {fare: 555.0, route_id: route_db78ea66_259_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Akurana,415.0,"[:Fare {fare: 415.0, route_id: route_db78ea66_291_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Akurana,425.0,"[:Fare {fare: 425.0, route_id: route_db78ea66_251_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Ibbagamuwa,315.0,"[:Fare {fare: 315.0, route_id: route_db78ea66_417_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Malsiripura,245.0,"[:Fare {fare: 245.0, route_id: route_db78ea66_418_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Galewela,165.0,"[:Fare {fare: 165.0, route_id: route_db78ea66_419_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Galewela,165.0,"[:Fare {fare: 165.0, route_id: route_db78ea66_221_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Narahenpita,930.0,"[:Fare {fare: 930.0, route_id: route_db78ea66_415_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Moratuwa,1010.0,"[:Fare {fare: 1010.0, route_id: route_db78ea66_414_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Nugegoda,1240.0,"[:Fare {fare: 1240.0, route_id: route_db78ea66_251_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Mahiyanganaya,660.0,"[:Fare {fare: 660.0, route_id: route_db78ea66_485_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Madawalaulpatha,245.0,"[:Fare {fare: 245.0, route_id: route_db78ea66_293_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Aguruwalla,735.0,"[:Fare {fare: 735.0, route_id: route_db78ea66_480_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Aguruwalla,855.0,"[:Fare {fare: 855.0, route_id: route_db78ea66_255_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Badulla,1075.0,"[:Fare {fare: 1075.0, route_id: route_db78ea66_480_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Meegahakiwla,910.0,"[:Fare {fare: 910.0, route_id: route_db78ea66_482_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Makumbura,1180.0,"[:Fare {fare: 1180.0, route_id: route_db78ea66_252_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Kaluaggala,1060.0,"[:Fare {fare: 1060.0, route_id: route_db78ea66_253_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Thaldena,985.0,"[:Fare {fare: 985.0, route_id: route_db78ea66_481_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Buddankotte,830.0,"[:Fare {fare: 830.0, route_id: route_db78ea66_483_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,17 junction,725.0,"[:Fare {fare: 725.0, route_id: route_db78ea66_484_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Hebarawa,525.0,"[:Fare {fare: 525.0, route_id: route_db78ea66_486_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Hettipola,480.0,"[:Fare {fare: 480.0, route_id: route_db78ea66_487_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Laggala,390.0,"[:Fare {fare: 390.0, route_id: route_db78ea66_488_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Bakamuna,225.0,"[:Fare {fare: 225.0, route_id: route_db78ea66_489_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Padukka,1160.0,"[:Fare {fare: 1160.0, route_id: route_db78ea66_244_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Pugoda,1050.0,"[:Fare {fare: 1050.0, route_id: route_db78ea66_245_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Aththanagalla,965.0,"[:Fare {fare: 965.0, route_id: route_db78ea66_246_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Gokaralla,270.0,"[:Fare {fare: 270.0, route_id: route_db78ea66_460_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Omaragolla,200.0,"[:Fare {fare: 200.0, route_id: route_db78ea66_462_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Pahalawewa,100.0,"[:Fare {fare: 100.0, route_id: route_db78ea66_464_1767932356, route_type: Normal Route, fare_type: AC}]"
Dambulla,Horana,1260.0,"[:Fare {fare: 1260.0, route_id: route_db78ea66_243_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Brukside Junction,1120.0,"[:Fare {fare: 1120.0, route_id: route_db78ea66_144_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Walapane,1010.0,"[:Fare {fare: 1010.0, route_id: route_db78ea66_145_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Padiyapalalla,875.0,"[:Fare {fare: 875.0, route_id: route_db78ea66_146_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Haguranketha,790.0,"[:Fare {fare: 790.0, route_id: route_db78ea66_147_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Matale,445.0,"[:Fare {fare: 445.0, route_id: route_db78ea66_149_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Nawula,300.0,"[:Fare {fare: 300.0, route_id: route_db78ea66_150_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Dambulla,200.0,"[:Fare {fare: 200.0, route_id: route_db78ea66_151_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Dambulla,200.0,"[:Fare {fare: 200.0, route_id: route_db78ea66_430_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Nuwaraeliya,1225.0,"[:Fare {fare: 1225.0, route_id: route_db78ea66_143_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Awissawella,975.0,"[:Fare {fare: 975.0, route_id: route_db78ea66_490_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Ahaliyagoda,1050.0,"[:Fare {fare: 1050.0, route_id: route_db78ea66_489_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Ratnapura,1225.0,"[:Fare {fare: 1225.0, route_id: route_db78ea66_488_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Palmadulla,1340.0,"[:Fare {fare: 1340.0, route_id: route_db78ea66_487_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Godakawela,1470.0,"[:Fare {fare: 1470.0, route_id: route_db78ea66_486_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Ambilipitiya,1655.0,"[:Fare {fare: 1655.0, route_id: route_db78ea66_485_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Galigamuwa,725.0,"[:Fare {fare: 725.0, route_id: route_db78ea66_492_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Nittabuwa,820.0,"[:Fare {fare: 820.0, route_id: route_db78ea66_14_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Nittabuwa,820.0,"[:Fare {fare: 820.0, route_id: route_db78ea66_423_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Kiribathgoda,975.0,"[:Fare {fare: 975.0, route_id: route_db78ea66_12_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Kiribathgoda,975.0,"[:Fare {fare: 975.0, route_id: route_db78ea66_421_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Yakkala,875.0,"[:Fare {fare: 875.0, route_id: route_db78ea66_13_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Yakkala,875.0,"[:Fare {fare: 875.0, route_id: route_db78ea66_422_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Yakkala,875.0,"[:Fare {fare: 875.0, route_id: route_db78ea66_104_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Warakapola,735.0,"[:Fare {fare: 735.0, route_id: route_db78ea66_15_1767932356, route_type: Normal Route, fare_type: AC}]"
Kakirawa,Warakapola,735.0,"[:Fare {fare: 735.0, route_id: route_db78ea66_424_1767932356, route_type: Normal Route, fare_type: AC}]"
